Id,Weekly_Sales
14_83_2012-12-21,13780.05765
14_83_2012-12-28,11074.734
14_83_2013-01-04,12220.08745
14_83_2013-01-11,10284.7874
14_83_2013-01-18,10926.0198
14_83_2013-01-25,10488.6286
14_83_2013-02-01,11005.51215
14_83_2013-02-08,13048.1093
14_83_2013-02-15,10987.02995
14_83_2013-02-22,11228.39605
14_83_2013-03-01,11435.3221
14_83_2013-03-08,11291.02805
14_83_2013-03-15,11399.40265
14_83_2013-03-22,11182.3739
14_83_2013-03-29,11117.62815
14_83_2013-04-05,11083.3147
14_83_2013-04-12,9931.04005
14_83_2013-04-19,9200.46105
14_83_2013-04-26,10017.5082
14_83_2013-05-03,9475.9552
14_83_2013-05-10,10363.5387
14_83_2013-05-17,9400.78015
14_83_2013-05-24,9288.2438
14_83_2013-05-31,9423.8531
14_83_2013-06-07,9746.27955
14_83_2013-06-14,9299.07825
14_83_2013-06-21,9529.0733
14_83_2013-06-28,8829.40985
14_83_2013-07-05,9021.7406
14_83_2013-07-12,9048.79645
14_83_2013-07-19,8879.8274
14_83_2013-07-26,8523.7444
14_85_2012-11-02,1854.88965
14_85_2012-11-09,1960.98815
14_85_2012-11-16,1888.71215
14_85_2012-11-23,2025.2456
14_85_2012-11-30,2503.7535
14_85_2012-12-07,2901.56565
14_85_2012-12-14,3667.47685
14_85_2012-12-21,4878.2886
14_85_2012-12-28,1612.3301
14_85_2013-01-04,1712.19475
14_85_2013-01-11,1957.8968
14_85_2013-01-18,1826.0654
14_85_2013-01-25,1826.917
14_85_2013-02-01,1634.21145
14_85_2013-02-08,1661.33645
14_85_2013-02-15,1799.06
14_85_2013-02-22,1568.1393
14_85_2013-03-01,1685.03085
14_85_2013-03-08,1815.6748
14_85_2013-03-15,1864.8468
14_85_2013-03-22,2046.2434
14_85_2013-03-29,2163.38665
14_85_2013-04-05,2136.07805
14_85_2013-04-12,1969.69515
14_85_2013-04-19,1916.8487
14_85_2013-04-26,2234.6242
14_85_2013-05-03,1983.7567
14_85_2013-05-10,2041.03475
14_85_2013-05-17,1955.31755
14_85_2013-05-24,2092.3379
14_85_2013-05-31,2056.4626
14_85_2013-06-07,2121.1376
14_85_2013-06-14,2132.43045
14_85_2013-06-21,2125.56525
14_85_2013-06-28,2026.97865
14_85_2013-07-05,2053.3073
14_85_2013-07-12,2044.77105
14_85_2013-07-19,2077.7151
14_85_2013-07-26,2067.4411
14_87_2012-11-02,18229.9546
14_87_2012-11-09,19243.57285
14_87_2012-11-16,18240.16125
14_87_2012-11-23,18890.9752
14_87_2012-11-30,19217.12645
14_87_2012-12-07,18780.07575
14_87_2012-12-14,20432.0352
14_87_2012-12-21,25203.03055
14_87_2012-12-28,20670.81635
14_87_2013-01-04,16745.1264
14_87_2013-01-11,16732.65505
14_87_2013-01-18,18122.95585
14_87_2013-01-25,15163.36345
14_87_2013-02-01,19343.09565
14_87_2013-02-08,19457.61005
14_87_2013-02-15,19363.05495
14_87_2013-02-22,18246.92305
14_87_2013-03-01,18419.84805
14_87_2013-03-08,18634.6913
14_87_2013-03-15,18679.83585
14_87_2013-03-22,17673.4047
14_87_2013-03-29,17484.8149
14_87_2013-04-05,17896.0806
14_87_2013-04-12,17819.62735
14_87_2013-04-19,17008.88055
14_87_2013-04-26,17387.4623
14_87_2013-05-03,17680.6144
14_87_2013-05-10,18272.8137
14_87_2013-05-17,18424.9411
14_87_2013-05-24,17219.65705
14_87_2013-05-31,16897.01605
14_87_2013-06-07,18603.9308
14_87_2013-06-14,17225.0763
14_87_2013-06-21,18358.11895
14_87_2013-06-28,17213.84385
14_87_2013-07-05,16977.66755
14_87_2013-07-12,17875.0619
14_87_2013-07-19,17520.83185
14_87_2013-07-26,17279.77135
14_90_2012-11-02,105721.30515
14_90_2012-11-09,106134.4646
14_90_2012-11-16,107014.77235
14_90_2012-11-23,122620.5514
14_90_2012-11-30,102344.65355
14_90_2012-12-07,115140.07045
14_90_2012-12-14,109939.855
14_90_2012-12-21,129864.88105
14_90_2012-12-28,102025.1009
14_90_2013-01-04,108457.4427
14_90_2013-01-11,101946.203
14_90_2013-01-18,107742.62595
14_90_2013-01-25,100666.53905
14_90_2013-02-01,108521.7409
14_90_2013-02-08,112226.53715
14_90_2013-02-15,106217.81975
14_90_2013-02-22,108378.44615
14_90_2013-03-01,107581.98735
14_90_2013-03-08,106465.11535
14_90_2013-03-15,108491.90075
14_90_2013-03-22,109981.97125
14_90_2013-03-29,107147.5065
14_90_2013-04-05,107889.08965
14_90_2013-04-12,101742.1962
14_90_2013-04-19,98324.8408
14_90_2013-04-26,104219.5891
14_90_2013-05-03,99754.02825
14_90_2013-05-10,101703.98435
14_90_2013-05-17,95950.5755
14_90_2013-05-24,96039.33635
14_90_2013-05-31,98327.9614
14_90_2013-06-07,92908.7157
14_90_2013-06-14,96861.4189
14_90_2013-06-21,96473.88525
14_90_2013-06-28,88335.7081
14_90_2013-07-05,91947.80845
14_90_2013-07-12,91469.8361
14_90_2013-07-19,91273.02445
14_90_2013-07-26,91356.6638
14_91_2012-11-02,90065.8529
14_91_2012-11-09,89896.6359
14_91_2012-11-16,91250.76265
14_91_2012-11-23,78706.35445
14_91_2012-11-30,84962.00535
14_91_2012-12-07,98040.12865
14_91_2012-12-14,87184.1762
14_91_2012-12-21,86692.8855
14_91_2012-12-28,74634.6961
14_91_2013-01-04,96436.1467
14_91_2013-01-11,87798.7656
14_91_2013-01-18,92272.29715
14_91_2013-01-25,84082.51105
14_91_2013-02-01,93071.50675
14_91_2013-02-08,99635.3814
14_91_2013-02-15,91894.32525
14_91_2013-02-22,91529.9006
14_91_2013-03-01,92647.05155
14_91_2013-03-08,92135.36395
14_91_2013-03-15,92428.67785
14_91_2013-03-22,92418.5436
14_91_2013-03-29,89343.05395
14_91_2013-04-05,91073.8294
14_91_2013-04-12,85137.88715
14_91_2013-04-19,79088.43955
14_91_2013-04-26,83773.38885
14_91_2013-05-03,82030.92295
14_91_2013-05-10,84774.8027
14_91_2013-05-17,80270.8246
14_91_2013-05-24,77799.5666
14_91_2013-05-31,80605.0059
14_91_2013-06-07,79482.1058
14_91_2013-06-14,79037.9446
14_91_2013-06-21,79830.4683
14_91_2013-06-28,73807.05705
14_91_2013-07-05,75169.0668
14_91_2013-07-12,77578.08885
14_91_2013-07-19,78072.04435
14_91_2013-07-26,75504.77645
14_92_2012-11-02,187171.39385
14_92_2012-11-09,194503.09055
14_92_2012-11-16,194521.0805
14_92_2012-11-23,215492.67855
14_92_2012-11-30,180361.1345
14_92_2012-12-07,216876.998
14_92_2012-12-14,196956.2622
14_92_2012-12-21,222818.49585
14_92_2012-12-28,165350.61885
14_92_2013-01-04,193828.1232
14_92_2013-01-11,176200.7203
14_92_2013-01-18,187377.33495
14_92_2013-01-25,171613.17995
14_92_2013-02-01,190590.58895
14_92_2013-02-08,205243.6607
14_92_2013-02-15,191368.18565
14_92_2013-02-22,190797.31495
14_92_2013-03-01,189810.68045
14_92_2013-03-08,191980.954
14_92_2013-03-15,189677.41
14_92_2013-03-22,192569.5046
14_92_2013-03-29,188479.11355
14_92_2013-04-05,191740.70865
14_92_2013-04-12,176703.57575
14_92_2013-04-19,170414.7279
14_92_2013-04-26,178242.4678
14_92_2013-05-03,172741.787
14_92_2013-05-10,181518.456
14_92_2013-05-17,169061.1328
14_92_2013-05-24,161619.91615
14_92_2013-05-31,173911.4749
14_92_2013-06-07,166784.37585
14_92_2013-06-14,166276.29745
14_92_2013-06-21,164645.98705
14_92_2013-06-28,155646.7459
14_92_2013-07-05,158175.1525
14_92_2013-07-12,155159.9146
14_92_2013-07-19,163649.75245
14_92_2013-07-26,158495.6748
14_93_2012-11-02,57336.88215
14_93_2012-11-09,59679.98615
14_93_2012-11-16,58771.28985
14_93_2012-11-23,62498.28795
14_93_2012-11-30,54495.87715
14_93_2012-12-07,62929.8106
14_93_2012-12-14,55815.7338
14_93_2012-12-21,67629.33105
14_93_2012-12-28,53069.4181
14_93_2013-01-04,62506.27515
14_93_2013-01-11,56058.0618
14_93_2013-01-18,57776.59335
14_93_2013-01-25,53067.30255
14_93_2013-02-01,57564.55695
14_93_2013-02-08,63546.6871
14_93_2013-02-15,57454.17855
14_93_2013-02-22,55923.7083
14_93_2013-03-01,56004.2406
14_93_2013-03-08,57971.81935
14_93_2013-03-15,58125.04725
14_93_2013-03-22,60232.2104
14_93_2013-03-29,60045.65545
14_93_2013-04-05,60440.08925
14_93_2013-04-12,56749.6822
14_93_2013-04-19,53944.86215
14_93_2013-04-26,56358.6033
14_93_2013-05-03,56188.33115
14_93_2013-05-10,61893.7041
14_93_2013-05-17,55599.79495
14_93_2013-05-24,54886.0921
14_93_2013-05-31,56309.67085
14_93_2013-06-07,57809.7111
14_93_2013-06-14,59194.93065
14_93_2013-06-21,57676.011
14_93_2013-06-28,56242.80345
14_93_2013-07-05,55488.5029
14_93_2013-07-12,54177.1294
14_93_2013-07-19,57587.69535
14_93_2013-07-26,51736.22455
14_94_2012-11-02,59738.16275
14_94_2012-11-09,58961.2634
14_94_2012-11-16,58103.3471
14_94_2012-11-23,63042.14335
14_94_2012-11-30,52753.53825
14_94_2012-12-07,59853.78805
14_94_2012-12-14,55587.3577
14_94_2012-12-21,61021.79295
14_94_2012-12-28,51199.03105
14_94_2013-01-04,59083.41365
14_94_2013-01-11,57713.2441
14_94_2013-01-18,59856.76605
14_94_2013-01-25,56235.26335
14_94_2013-02-01,59090.73855
14_94_2013-02-08,61190.61285
14_94_2013-02-15,67832.29135
14_94_2013-02-22,59747.79275
14_94_2013-03-01,59567.20785
14_94_2013-03-08,59163.00925
14_94_2013-03-15,61365.05405
14_94_2013-03-22,60619.63745
14_94_2013-03-29,60245.785
14_94_2013-04-05,61152.77925
14_94_2013-04-12,59945.82735
14_94_2013-04-19,56600.80005
14_94_2013-04-26,58805.55735
14_94_2013-05-03,56429.58995
14_94_2013-05-10,59790.1842
14_94_2013-05-17,57635.16005
14_94_2013-05-24,57238.3574
14_94_2013-05-31,59467.71565
14_94_2013-06-07,58548.6296
14_94_2013-06-14,59345.3588
14_94_2013-06-21,58892.00895
14_94_2013-06-28,56226.08575
14_94_2013-07-05,56642.82925
14_94_2013-07-12,57747.8104
14_94_2013-07-19,58747.44115
14_94_2013-07-26,56783.9614
14_95_2012-11-02,133789.53175
14_95_2012-11-09,133881.76595
14_95_2012-11-16,132696.76595
14_95_2012-11-23,127964.7253
14_95_2012-11-30,129364.03935
14_95_2012-12-07,145624.2092
14_95_2012-12-14,131235.06935
14_95_2012-12-21,147823.48445
14_95_2012-12-28,116064.5509
14_95_2013-01-04,133868.7196
14_95_2013-01-11,125953.3757
14_95_2013-01-18,135070.3139
14_95_2013-01-25,122310.68805
14_95_2013-02-01,134107.013
14_95_2013-02-08,141668.1208
14_95_2013-02-15,134752.89465
14_95_2013-02-22,135949.587
14_95_2013-03-01,135275.94205
14_95_2013-03-08,135792.42295
14_95_2013-03-15,136870.75705
14_95_2013-03-22,138574.60985
14_95_2013-03-29,137659.10315
14_95_2013-04-05,137463.16655
14_95_2013-04-12,133307.178
14_95_2013-04-19,128604.9949
14_95_2013-04-26,128226.91735
14_95_2013-05-03,130144.16885
14_95_2013-05-10,136430.19405
14_95_2013-05-17,130498.099
14_95_2013-05-24,129846.95145
14_95_2013-05-31,134810.5226
14_95_2013-06-07,130982.60385
14_95_2013-06-14,133510.941
14_95_2013-06-21,131082.34305
14_95_2013-06-28,128985.6944
14_95_2013-07-05,127718.4007
14_95_2013-07-12,126969.84605
14_95_2013-07-19,129157.6772
14_95_2013-07-26,123240.57415
14_96_2012-11-23,7.6091
14_96_2012-12-14,10.522
14_97_2012-11-02,24293.34455
14_97_2012-11-09,23848.7743
14_97_2012-11-16,24113.6158
14_97_2012-11-23,21875.8667
14_97_2012-11-30,22579.47875
14_97_2012-12-07,26630.75205
14_97_2012-12-14,23539.9198
14_97_2012-12-21,27993.17985
14_97_2012-12-28,23329.9293
14_97_2013-01-04,26627.2958
14_97_2013-01-11,23262.204
14_97_2013-01-18,24482.80295
14_97_2013-01-25,21132.79275
14_97_2013-02-01,24380.8805
14_97_2013-02-08,26098.89885
14_97_2013-02-15,23646.78465
14_97_2013-02-22,23844.418
14_97_2013-03-01,24657.08075
14_97_2013-03-08,24198.28995
14_97_2013-03-15,24660.2741
14_97_2013-03-22,24636.50175
14_97_2013-03-29,24380.631
14_97_2013-04-05,24826.02635
14_97_2013-04-12,23477.13915
14_97_2013-04-19,22006.04245
14_97_2013-04-26,22493.5988
14_97_2013-05-03,22380.78995
14_97_2013-05-10,23049.6595
14_97_2013-05-17,22186.6148
14_97_2013-05-24,21892.22015
14_97_2013-05-31,23028.7499
14_97_2013-06-07,22911.1368
14_97_2013-06-14,22889.1145
14_97_2013-06-21,22526.12445
14_97_2013-06-28,21837.8506
14_97_2013-07-05,22559.5015
14_97_2013-07-12,21927.5286
14_97_2013-07-19,22700.1103
14_97_2013-07-26,20896.55445
14_98_2012-11-02,17678.99065
14_98_2012-11-09,17125.6944
14_98_2012-11-16,16862.93795
14_98_2012-11-23,24410.40455
14_98_2012-11-30,16917.98145
14_98_2012-12-07,18400.2163
14_98_2012-12-14,18547.7368
14_98_2012-12-21,24479.5297
14_98_2012-12-28,17959.59165
14_98_2013-01-04,17431.0935
14_98_2013-01-11,16554.5263
14_98_2013-01-18,16492.9689
14_98_2013-01-25,15502.3722
14_98_2013-02-01,16888.7527
14_98_2013-02-08,19887.69805
14_98_2013-02-15,19680.2463
14_98_2013-02-22,17638.1669
14_98_2013-03-01,16438.03025
14_98_2013-03-08,17355.02175
14_98_2013-03-15,17177.66235
14_98_2013-03-22,17463.8361
14_98_2013-03-29,16923.5782
14_98_2013-04-05,17395.9975
14_98_2013-04-12,16671.9549
14_98_2013-04-19,16182.6122
14_98_2013-04-26,17243.7826
14_98_2013-05-03,16471.1641
14_98_2013-05-10,16692.7754
14_98_2013-05-17,16548.2154
14_98_2013-05-24,16119.91285
14_98_2013-05-31,16550.42195
14_98_2013-06-07,16299.32525
14_98_2013-06-14,16751.0841
14_98_2013-06-21,16933.91055
14_98_2013-06-28,15021.8282
14_98_2013-07-05,15167.2569
14_98_2013-07-12,15476.8733
14_98_2013-07-19,16196.92985
14_98_2013-07-26,15759.2017
14_99_2012-11-02,270.43925
14_99_2012-11-09,383.153
14_99_2012-11-16,303.38535
14_99_2012-11-23,2772.65935
14_99_2012-11-30,2274.19715
14_99_2012-12-07,823.1855
14_99_2012-12-14,3945.16205
14_99_2012-12-21,3854.0861
14_99_2012-12-28,1143.25125
14_99_2013-02-01,1318.92425
14_99_2013-02-08,1803.7595
14_99_2013-02-15,504.83475
14_99_2013-03-29,1146.2125
14_99_2013-04-05,577.2157
14_99_2013-04-12,228.5697
14_99_2013-04-19,413.8745
14_99_2013-04-26,519.57075
14_99_2013-05-03,406.71735
14_99_2013-05-10,380.14
14_99_2013-05-17,237.23305
14_99_2013-05-24,578.2228
14_99_2013-06-07,228.58735
14_99_2013-06-14,413.6009
14_99_2013-07-05,457.315
14_99_2013-07-12,77.54265
14_99_2013-07-19,252.1524
14_99_2013-07-26,257.28175
15_1_2012-11-02,14095.13265
15_1_2012-11-09,12596.72975
15_1_2012-11-16,13162.1647
15_1_2012-11-23,11713.38925
15_1_2012-11-30,13479.8748
15_1_2012-12-07,21429.9453
15_1_2012-12-14,25521.5348
15_1_2012-12-21,33787.9096
15_1_2012-12-28,12667.9752
15_1_2013-01-04,9260.32195
15_1_2013-01-11,9205.2072
15_1_2013-01-18,12186.61445
15_1_2013-01-25,9968.49485
15_1_2013-02-01,11979.22415
15_1_2013-02-08,13837.54335
15_1_2013-02-15,21150.5992
15_1_2013-02-22,13402.61935
15_1_2013-03-01,15033.23695
15_1_2013-03-08,13404.32745
15_1_2013-03-15,14104.01005
15_1_2013-03-22,15413.77475
15_1_2013-03-29,15180.5371
15_1_2013-04-05,15497.9309
15_1_2013-04-12,14079.3388
15_1_2013-04-19,12491.84305
15_1_2013-04-26,11402.35335
15_1_2013-05-03,12925.00335
15_1_2013-05-10,11459.1176
15_1_2013-05-17,12321.98885
15_1_2013-05-24,10305.34015
15_1_2013-05-31,10986.65555
15_1_2013-06-07,12257.28035
15_1_2013-06-14,11209.5893
15_1_2013-06-21,10524.8187
15_1_2013-06-28,9977.7984
15_1_2013-07-05,10570.17835
15_1_2013-07-12,9866.92515
15_1_2013-07-19,11023.7962
15_1_2013-07-26,11066.6087
15_2_2012-11-02,24377.06875
15_2_2012-11-09,24235.68785
15_2_2012-11-16,24976.3985
15_2_2012-11-23,25253.2806
15_2_2012-11-30,25794.15075
15_2_2012-12-07,27631.6256
15_2_2012-12-14,29242.866
15_2_2012-12-21,35514.92
15_2_2012-12-28,23589.91595
15_2_2013-01-04,23548.2794
15_2_2013-01-11,23395.52545
15_2_2013-01-18,24038.114
15_2_2013-01-25,22919.8171
15_2_2013-02-01,24242.6133
15_2_2013-02-08,24648.98855
15_2_2013-02-15,24464.8462
15_2_2013-02-22,24331.40725
15_2_2013-03-01,24334.17365
15_2_2013-03-08,24452.18675
15_2_2013-03-15,24415.1889
15_2_2013-03-22,25028.1074
15_2_2013-03-29,25433.0516
15_2_2013-04-05,24737.6603
15_2_2013-04-12,25182.5103
15_2_2013-04-19,25187.3996
15_2_2013-04-26,24389.5798
15_2_2013-05-03,25771.395
15_2_2013-05-10,25946.82885
15_2_2013-05-17,25470.67065
15_2_2013-05-24,26012.9424
15_2_2013-05-31,26251.3505
15_2_2013-06-07,25914.1525
15_2_2013-06-14,26200.6535
15_2_2013-06-21,26171.70845
15_2_2013-06-28,26132.06685
15_2_2013-07-05,26010.50055
15_2_2013-07-12,25788.8172
15_2_2013-07-19,25558.2291
15_2_2013-07-26,25976.31555
15_3_2012-11-02,7228.5195
15_3_2012-11-09,6895.7019
15_3_2012-11-16,7653.8752
15_3_2012-11-23,8627.1775
15_3_2012-11-30,8349.6457
15_3_2012-12-07,8383.40285
15_3_2012-12-14,9367.5387
15_3_2012-12-21,12784.82795
15_3_2012-12-28,7541.11325
15_3_2013-01-04,8468.65025
15_3_2013-01-11,8393.42795
15_3_2013-01-18,8065.7796
15_3_2013-01-25,8862.3279
15_3_2013-02-01,8425.2629
15_3_2013-02-08,8619.9131
15_3_2013-02-15,7663.80535
15_3_2013-02-22,7190.2517
15_3_2013-03-01,7311.0768
15_3_2013-03-08,8540.57755
15_3_2013-03-15,7841.5008
15_3_2013-03-22,8457.1821
15_3_2013-03-29,7540.86925
15_3_2013-04-05,7130.30125
15_3_2013-04-12,7973.715
15_3_2013-04-19,8844.8503
15_3_2013-04-26,7912.3696
15_3_2013-05-03,8285.5164
15_3_2013-05-10,8634.33825
15_3_2013-05-17,7513.69045
15_3_2013-05-24,8080.52605
15_3_2013-05-31,8639.02275
15_3_2013-06-07,8369.693
15_3_2013-06-14,8262.601
15_3_2013-06-21,9380.1315
15_3_2013-06-28,9440.68415
15_3_2013-07-05,9671.3409
15_3_2013-07-12,8558.13515
15_3_2013-07-19,9648.45605
15_3_2013-07-26,10709.6565
15_4_2012-11-02,12119.3992
15_4_2012-11-09,13042.86105
15_4_2012-11-16,12574.26085
15_4_2012-11-23,12769.35655
15_4_2012-11-30,12664.41915
15_4_2012-12-07,13227.3033
15_4_2012-12-14,12747.6496
15_4_2012-12-21,14275.2501
15_4_2012-12-28,12433.55585
15_4_2013-01-04,13155.98625
15_4_2013-01-11,12110.76605
15_4_2013-01-18,12449.84045
15_4_2013-01-25,11718.01435
15_4_2013-02-01,12182.37395
15_4_2013-02-08,12244.412
15_4_2013-02-15,11948.12825
15_4_2013-02-22,11955.08115
15_4_2013-03-01,12117.5462
15_4_2013-03-08,12070.2793
15_4_2013-03-15,12082.21445
15_4_2013-03-22,12562.37525
15_4_2013-03-29,12526.6216
15_4_2013-04-05,12556.5789
15_4_2013-04-12,12640.6996
15_4_2013-04-19,12979.4133
15_4_2013-04-26,12705.91535
15_4_2013-05-03,13584.9259
15_4_2013-05-10,13768.00995
15_4_2013-05-17,13315.4069
15_4_2013-05-24,13772.88845
15_4_2013-05-31,13717.17025
15_4_2013-06-07,13490.9731
15_4_2013-06-14,13640.65265
15_4_2013-06-21,13774.5165
15_4_2013-06-28,14113.5684
15_4_2013-07-05,13790.00965
15_4_2013-07-12,13635.2008
15_4_2013-07-19,13605.80055
15_4_2013-07-26,13764.7582
15_5_2012-11-02,13340.2172
15_5_2012-11-09,18018.1934
15_5_2012-11-16,15353.8776
15_5_2012-11-23,68943.9994
15_5_2012-11-30,18816.32775
15_5_2012-12-07,21719.82165
15_5_2012-12-14,29492.0438
15_5_2012-12-21,38592.3128
15_5_2012-12-28,18784.02885
15_5_2013-01-04,13653.0589
15_5_2013-01-11,12437.76985
15_5_2013-01-18,14529.96595
15_5_2013-01-25,12548.29555
15_5_2013-02-01,14818.85745
15_5_2013-02-08,15595.01905
15_5_2013-02-15,18015.0799
15_5_2013-02-22,15436.29865
15_5_2013-03-01,15174.50455
15_5_2013-03-08,15314.80765
15_5_2013-03-15,14077.238
15_5_2013-03-22,14593.1564
15_5_2013-03-29,14709.7188
15_5_2013-04-05,14753.06385
15_5_2013-04-12,12915.92175
15_5_2013-04-19,14362.18415
15_5_2013-04-26,15644.4126
15_5_2013-05-03,12785.9307
15_5_2013-05-10,13294.8373
15_5_2013-05-17,13866.11305
15_5_2013-05-24,11184.56915
15_5_2013-05-31,13121.4749
15_5_2013-06-07,12216.56595
15_5_2013-06-14,11874.91525
15_5_2013-06-21,11297.14815
15_5_2013-06-28,10434.56255
15_5_2013-07-05,10373.45785
15_5_2013-07-12,9528.8153
15_5_2013-07-19,10702.45015
15_5_2013-07-26,12440.3989
15_6_2012-11-02,2857.4061
15_6_2012-11-09,4178.6091
15_6_2012-11-16,2855.0635
15_6_2012-11-23,14330.0193
15_6_2012-11-30,2994.90075
15_6_2012-12-07,3495.0513
15_6_2012-12-14,5092.88505
15_6_2012-12-21,9710.78715
15_6_2012-12-28,3777.9143
15_6_2013-01-04,1749.29225
15_6_2013-01-11,2551.7872
15_6_2013-01-18,2956.1356
15_6_2013-01-25,2260.12155
15_6_2013-02-01,3281.6049
15_6_2013-02-08,3086.654
15_6_2013-02-15,3028.04905
15_6_2013-02-22,3092.68925
15_6_2013-03-01,2723.58635
15_6_2013-03-08,2545.88325
15_6_2013-03-15,3093.85585
15_6_2013-03-22,3055.7629
15_6_2013-03-29,3065.1983
15_6_2013-04-05,3206.7693
15_6_2013-04-12,2825.8424
15_6_2013-04-19,2915.69615
15_6_2013-04-26,2871.4221
15_6_2013-05-03,2692.96085
15_6_2013-05-10,2963.1059
15_6_2013-05-17,2871.3919
15_6_2013-05-24,3065.39135
15_6_2013-05-31,3422.3213
15_6_2013-06-07,3099.06625
15_6_2013-06-14,2923.32745
15_6_2013-06-21,2881.11205
15_6_2013-06-28,2944.3969
15_6_2013-07-05,2961.32365
15_6_2013-07-12,2902.71685
15_6_2013-07-19,2736.0949
15_6_2013-07-26,3040.6178
15_7_2012-11-02,18724.99685
15_7_2012-11-09,23474.9029
15_7_2012-11-16,20446.4537
15_7_2012-11-23,63021.7919
15_7_2012-11-30,27617.05435
15_7_2012-12-07,38668.0748
15_7_2012-12-14,48135.684
15_7_2012-12-21,70394.897
15_7_2012-12-28,16271.3934
15_7_2013-01-04,12875.4949
15_7_2013-01-11,12832.93655
15_7_2013-01-18,17711.5179
15_7_2013-01-25,14297.6133
15_7_2013-02-01,16443.6819
15_7_2013-02-08,14667.81735
15_7_2013-02-15,15833.9446
15_7_2013-02-22,17288.84145
15_7_2013-03-01,17275.2878
15_7_2013-03-08,15111.1255
15_7_2013-03-15,17266.66855
15_7_2013-03-22,18270.309
15_7_2013-03-29,20212.9298
15_7_2013-04-05,19525.8146
15_7_2013-04-12,19759.10065
15_7_2013-04-19,21110.4302
15_7_2013-04-26,18062.0776
15_7_2013-05-03,20505.72695
15_7_2013-05-10,20856.19025
15_7_2013-05-17,20282.86555
15_7_2013-05-24,20862.17265
15_7_2013-05-31,20355.96445
15_7_2013-06-07,18991.02935
15_7_2013-06-14,20553.2843
15_7_2013-06-21,19111.39625
15_7_2013-06-28,19207.73005
15_7_2013-07-05,19439.9382
15_7_2013-07-12,18875.50995
15_7_2013-07-19,18664.97595
15_7_2013-07-26,21207.12865
15_8_2012-11-02,19704.2033
15_8_2012-11-09,19456.7914
15_8_2012-11-16,19795.9835
15_8_2012-11-23,20316.6655
15_8_2012-11-30,20777.303
15_8_2012-12-07,22251.61705
15_8_2012-12-14,22437.16405
15_8_2012-12-21,26087.03755
15_8_2012-12-28,19221.99775
15_8_2013-01-04,19099.7064
15_8_2013-01-11,18567.1058
15_8_2013-01-18,19841.48805
15_8_2013-01-25,19026.7467
15_8_2013-02-01,20906.35935
15_8_2013-02-08,20306.64075
15_8_2013-02-15,18629.43755
15_8_2013-02-22,19810.5442
15_8_2013-03-01,19731.22525
15_8_2013-03-08,19860.0074
15_8_2013-03-15,19620.4486
15_8_2013-03-22,20052.4859
15_8_2013-03-29,20255.4113
15_8_2013-04-05,20156.8281
15_8_2013-04-12,19750.93985
15_8_2013-04-19,20206.1043
15_8_2013-04-26,19991.1464
15_8_2013-05-03,20452.97465
15_8_2013-05-10,20818.98605
15_8_2013-05-17,20772.6134
15_8_2013-05-24,20507.0
15_8_2013-05-31,20525.93255
15_8_2013-06-07,20862.7931
15_8_2013-06-14,20540.79365
15_8_2013-06-21,20767.3918
15_8_2013-06-28,20828.2015
15_8_2013-07-05,20744.14155
15_8_2013-07-12,20509.66105
15_8_2013-07-19,20158.32565
15_8_2013-07-26,20389.00615
15_9_2012-11-02,13813.0674
15_9_2012-11-09,11895.6581
15_9_2012-11-16,14031.3405
15_9_2012-11-23,16420.8486
15_9_2012-11-30,10852.34735
15_9_2012-12-07,13376.35015
15_9_2012-12-14,13582.3784
15_9_2012-12-21,17830.644
15_9_2012-12-28,8232.46265
15_9_2013-01-04,7720.59265
15_9_2013-01-11,7670.6985
15_9_2013-01-18,12225.0619
15_9_2013-01-25,7262.27225
15_9_2013-02-01,8028.1033
15_9_2013-02-08,8167.34765
15_9_2013-02-15,10968.68625
15_9_2013-02-22,9977.3839
15_9_2013-03-01,12407.6512
15_9_2013-03-08,10475.04635
15_9_2013-03-15,13336.40725
15_9_2013-03-22,12126.3009
15_9_2013-03-29,13286.59595
15_9_2013-04-05,12656.47325
15_9_2013-04-12,14748.9727
15_9_2013-04-19,16400.07505
15_9_2013-04-26,14801.41275
15_9_2013-05-03,18164.6693
15_9_2013-05-10,18856.89385
15_9_2013-05-17,17313.519
15_9_2013-05-24,20829.83965
15_9_2013-05-31,20121.4147
15_9_2013-06-07,18950.71515
15_9_2013-06-14,19886.0135
15_9_2013-06-21,19817.62875
15_9_2013-06-28,23885.5102
15_9_2013-07-05,20772.7088
15_9_2013-07-12,21919.4557
15_9_2013-07-19,21158.3182
15_9_2013-07-26,21378.79175
15_10_2012-11-02,11497.92035
15_10_2012-11-09,11129.55485
15_10_2012-11-16,10592.8239
15_10_2012-11-23,11335.93995
15_10_2012-11-30,11024.01625
15_10_2012-12-07,11151.6732
15_10_2012-12-14,11628.5262
15_10_2012-12-21,15973.5227
15_10_2012-12-28,12539.32835
15_10_2013-01-04,11999.8931
15_10_2013-01-11,10597.83055
15_10_2013-01-18,11222.99215
15_10_2013-01-25,9297.98605
15_10_2013-02-01,9623.93965
15_10_2013-02-08,9248.34905
15_10_2013-02-15,10166.2407
15_10_2013-02-22,10029.4806
15_10_2013-03-01,10717.77385
15_10_2013-03-08,9852.49065
15_10_2013-03-15,10667.77655
15_10_2013-03-22,10860.10615
15_10_2013-03-29,11211.2148
15_10_2013-04-05,10860.2809
15_10_2013-04-12,11492.00365
